des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta
-0.03899112802633266,-0.0733712882771159,1.4272828643168411,0.0922939621575028,0.47102215868511765,1.2417696939944918,-1.2782456005959861,0.2838563766896868,-0.058865266783213514,-1.601518874343558,-0.42517524188774036,1.5946972842748575
-0.03901380055300356,-0.0733658190739867,1.4272828643168411,0.09231663492629891,0.4710166904878257,1.2417696939944918,-1.278268355527257,0.2838596682330487,-0.05889357635909539,-1.6012155659998146,-0.42518181356515405,1.594692402257374
-0.03886154206386834,-0.07255025247659054,1.4272828643168411,0.09255208148175431,0.47181218151992377,1.2417696939944918,-1.2782442305311108,0.28390061822034846,-0.058694164439564114,-1.6018848677062185,-0.42522485951213784,1.594707941089564
-0.03874441926504088,-0.07179037199927239,1.4272828643168411,0.09279357086866478,0.47254202383215815,1.2417696939944918,-1.2783135581329195,0.28385809611491875,-0.05891476809816235,-1.6025585491984153,-0.42528894064120865,1.5946092000013856
-0.038664690217551506,-0.07116016540147281,1.4272828643168411,0.09300951335419022,0.47313929639666963,1.2417696939944918,-1.2783632217881544,0.2834742624525519,-0.06009608401445496,-1.6022174845217318,-0.4252825058170851,1.5947446141964459
-0.03859844917378148,-0.07052189733238899,1.4272828643168411,0.09324133561916645,0.47373748122323056,1.2417696939944918,-1.2783140708554361,0.28374164088198645,-0.058974597540388564,-1.602620577079167,-0.42533131490653364,1.5948784054298588
-0.03854348380128612,-0.06988068710183869,1.4272828643168411,0.09348479709121468,0.4743329961555478,1.2417696939944918,-1.2782733430282975,0.2838877139008138,-0.05860860360094885,-1.6017983740041781,-0.4252351071541711,1.5948443810727997
-0.03850057110091147,-0.06923663242195699,1.4272828643168411,0.09374060064294418,0.47492535862097884,1.2417696939944918,-1.2782886413062318,0.2838601501571233,-0.058695309512386454,-1.6010927038499922,-0.4251748192749609,1.5948070060753996
-0.03846940354112456,-0.06858964287161229,1.4272828643168411,0.09400856862087281,0.47551474682933936,1.2417696939944918,-1.2783074506460699,0.28386222079414575,-0.0587912593874287,-1.6015482862626433,-0.4252039192344815,1.5947003948015683
-0.03844991936817315,-0.06793975349335965,1.4272828643168411,0.09428868403550225,0.47610111185265624,1.2417696939944918,-1.2790053496331644,0.2837956481401228,-0.05675724463846547,-1.601588058028478,-0.4252069631643702,1.5946965573374279
-0.03844201082015494,-0.06728696552488164,1.4272828643168411,0.09458090339395851,0.4766844531121499,1.2417696939944918,-1.2782970851862037,0.283824419679781,-0.05894394609076488,-1.60259033364385,-0.425335497306102,1.5948059295997532
-0.038445577572807976,-0.06663128485166919,1.4272828643168411,0.09488518677270431,0.47726475970008286,1.2417696939944918,-1.2782793628203544,0.2838869541478487,-0.058695747033902256,-1.6023449559122476,-0.42528217276970215,1.594711368184356
-0.038460518070699994,-0.06597271488416728,1.4272828643168411,0.09520149336024539,0.47784202075678045,1.2417696939944918,-1.2782550714774095,0.28390030702609736,-0.05856141166020828,-1.6028108080311458,-0.42533967294410463,1.5948279113033996
-0.03848673077523837,-0.06531125778594313,1.4272828643168411,0.09552978202247928,0.4784162238604596,1.2417696939944918,-1.278282860723775,0.2838883141028413,-0.058603185754890215,-1.6014900234724245,-0.42521351960189424,1.5947040531046763
-0.038524114004764014,-0.06464691431535213,1.4272828643168411,0.09587001124639064,0.47898735529793934,1.2417696939944918,-1.2787455205248672,0.28355767582848085,-0.0586137741604407,-1.602241904232563,-0.42529251084840486,1.5948746080010372
-0.03857256594753096,-0.06397968388439984,1.4272828643168411,0.0962221391386142,0.4795554000621097,1.2417696939944918,-1.2782850136222061,0.2838792453255954,-0.058762180663515344,-1.60276123322736,-0.42533803276100934,1.5948202453489653
-0.03863198465718899,-0.0633095645848083,1.4272828643168411,0.09658612342325917,0.480120341886251,1.2417696939944918,-1.2782765581536504,0.2838743531361571,-0.05869278395551907,-1.602185515644167,-0.42526904240479124,1.594701285159097
-0.03870226804858079,-0.06263655321879885,1.4272828643168411,0.09696192143778397,0.48068216327365526,1.2417696939944918,-1.279463235870479,0.28266423068679764,-0.06362681649352096,-1.6017488324235134,-0.42524044487235635,1.594659791550104
-0.03878331389322413,-0.06196064532912385,1.4272828643168411,0.09734949012884726,0.4812408455277113,1.2417696939944918,-1.278329410475251,0.2837494303390118,-0.05909198587092452,-1.6021691735494539,-0.4252560639743681,1.594683159994529
-0.03887501981422667,-0.061281835229143544,1.4272828643168411,0.09774878604755577,0.48179636878188287,1.2417696939944918,-1.2782855447179096,0.2839180496488478,-0.05844553092627589,-1.6021614764301404,-0.4252872406841507,1.594859128788324
-0.03897728328082618,-0.06060011603281762,1.4272828643168411,0.09815976534434213,0.48234871202962354,1.2417696939944918,-1.2783273109097082,0.28389730532364704,-0.0586744408133092,-1.602180590493018,-0.4252834388475556,1.5947301297736491
-0.039090001602494685,-0.059915479684651135,1.4272828643168411,0.09858238376340567,0.4828978531542384,1.2417696939944918,-1.278733795962745,0.2837295514446772,-0.0580207600469443,-1.6013861201873285,-0.4252087630746035,1.5948255097776163
